Feature_ID,mz,RTmin,RT,RTmax,npeaks,sn,NIST_Full scan_1_POS.mzML
F353,184.0737,7.2480,7.4230,7.4310,2.0000,110.0000,72987.1162
F354,184.0735,2.3630,2.5470,2.5470,2.0000,21.0000,98383.3123
F355,184.0725,8.0480,8.0980,8.2150,1.0000,10.0000,43801.9433
F356,184.0948,0.7130,0.7800,0.8300,1.0000,1321.0000,688028.0217
F357,184.1709,16.3670,16.2830,16.5840,3.0000,6928.0000,43933.0655
F358,184.1712,12.0160,12.1990,12.3820,1.0000,7137.0000,127096.2019
F359,184.9943,18.7340,18.8010,18.9170,1.0000,413.0000,149148.6253
F360,184.9946,18.1170,18.4010,18.6340,1.0000,369.0000,289342.5734
F361,184.9948,18.9170,18.9670,18.9840,1.0000,368.0000,61248.4653
F362,185.0825,1.0300,1.0800,1.1130,1.0000,1360.0000,4652.4954
F363,185.1280,0.7460,0.8130,0.8630,1.0000,10.0000,22403.8156
F364,186.0927,18.0000,18.0500,18.0840,1.0000,10.0000,5142.8887
F365,186.1128,0.7800,0.8300,0.8960,1.0000,15.0000,46465.7617
F366,186.1667,17.9500,18.0170,18.2510,1.0000,8.0000,7813.5230
F367,186.2217,11.7660,11.8660,11.9820,1.0000,16.0000,83441.3327
F368,186.9957,0.7130,0.7800,0.8460,1.0000,268362.0000,993784.5989
F369,186.9951,17.8670,17.9500,18.0170,1.0000,13.0000,76841.6242
F370,187.9991,0.7130,0.7800,0.8460,1.0000,14058.0000,51552.8225
F371,188.0705,0.7460,0.8130,0.8960,1.0000,141.0000,274489.2471
F372,188.1273,0.7960,0.8300,0.8800,1.0000,37.0000,11692.9769
F373,188.1756,17.9840,18.0500,18.1340,1.0000,13.0000,63897.1767
F374,188.9690,7.3810,7.4480,7.5150,1.0000,6.0000,8886.7634
F375,188.9688,0.7130,0.7960,0.8630,1.0000,40.0000,43349.4776
F376,189.0010,0.7300,0.7630,0.8130,1.0000,3085.0000,9415.8677
F377,189.0738,0.7460,0.8130,0.8960,1.0000,48.0000,35544.2728
F378,189.1649,14.9160,15.0330,15.1330,1.0000,10.0000,41350.7616
F379,190.9424,17.9340,18.0000,18.0500,1.0000,16.0000,21091.8921
F380,191.0016,3.7640,3.8140,3.8640,1.0000,21.0000,7534.2460
F381,191.0404,0.7300,0.7960,0.8800,1.0000,292.0000,564452.6570
F382,191.1046,0.8960,0.9460,1.2460,1.0000,1822.0000,8541.7695
F383,191.1433,3.7140,3.8800,3.8300,2.0000,5.0000,28114.4728
F384,191.1439,7.4310,7.4650,7.5150,1.0000,11.0000,13106.3431
F385,191.1463,4.1470,4.2140,4.2640,1.0000,2704.0000,14307.4758
F386,192.1590,0.7800,0.8300,0.8630,1.0000,10226.0000,23591.1266
F387,192.8884,18.0000,18.0840,18.1670,1.0000,28.0000,64654.0976
F388,193.1589,3.7140,3.8800,3.8470,2.0000,18.0000,345443.0695
F389,194.0222,0.7460,0.7960,0.8800,1.0000,145.0000,45496.7365
F390,194.1601,14.5660,14.6160,14.6660,1.0000,5.0000,15293.9510
F391,194.1620,3.6970,3.7800,3.8470,1.0000,6.0000,59420.9522
F392,194.8865,18.0000,18.0840,18.1670,1.0000,34.0000,58637.7342
F393,195.1233,7.8810,7.9810,8.0650,1.0000,52.0000,135381.7896
F394,195.1234,4.3970,4.4470,4.5640,1.0000,88.0000,173747.4134
F395,195.1851,13.1660,13.2830,13.2830,4.0000,8117.0000,44319.7754
F396,195.1851,15.0000,15.0660,15.1000,1.0000,6803.0000,32019.1972
F397,195.1853,13.8660,14.3830,15.0000,1.0000,7839.0000,377923.6880
F398,195.8363,18.0170,18.0840,18.1670,1.0000,103.0000,19299.9309
F399,196.1298,5.7310,5.7970,5.8470,1.0000,6.0000,10555.7782
F400,196.1867,11.2320,11.2820,11.3150,1.0000,5.0000,6227.9383
F401,196.8848,18.0340,18.1010,18.1670,1.0000,24.0000,10848.3288
F402,197.0807,13.3830,13.4160,13.4660,1.0000,23.0000,7543.6824
F403,197.1029,0.7800,0.8460,0.9800,1.0000,10.0000,26832.0442
F404,197.1598,7.6980,7.7650,7.8150,1.0000,7.0000,11434.2367
F405,197.8356,18.0170,18.0840,18.1500,1.0000,65.0000,20628.5641
F406,198.1251,7.7650,7.8150,7.8480,1.0000,1404.0000,4936.4074
F407,198.1499,4.4800,4.5140,4.5640,1.0000,9.0000,9808.2119
F408,198.1854,3.9140,3.9800,4.0640,1.0000,11.0000,210441.7763
F409,199.0955,0.7300,0.7960,0.8460,1.0000,29.0000,22343.1974
F410,199.1822,1.6960,1.7460,1.7800,1.0000,1726.0000,6287.0820
F411,199.8350,18.0340,18.1010,18.1840,1.0000,32.0000,8239.3162
F412,200.0685,0.7460,0.7800,0.8300,1.0000,33904.0000,82068.8236
F413,200.1280,0.7460,0.8130,0.9130,1.0000,13.0000,37087.2546
F414,200.8593,0.7130,0.7460,0.8130,1.0000,125.0000,22489.7461
F415,200.9721,18.8670,18.9340,18.9670,1.0000,15.0000,29324.4636
F416,201.0465,0.8800,0.9300,0.9630,1.0000,27504.0000,62292.6362
F417,201.1102,0.7800,0.8300,0.8630,1.0000,6082.0000,15759.4340
F418,201.1239,17.8840,18.0670,18.2840,1.0000,6.0000,16202.1662
F419,202.2165,0.8800,0.9460,1.0130,1.0000,12.0000,25422.6892
F420,202.9694,0.7300,0.7960,0.8630,1.0000,38.0000,41953.0710
F421,203.0530,0.7300,0.7800,0.8460,1.0000,91909.0000,308984.2023
F422,203.1501,0.7800,0.8460,1.0130,1.0000,50.0000,297721.8955
F423,203.1791,14.3830,14.6000,14.8160,1.0000,11.0000,22049.7895
F424,203.1794,15.7170,15.8330,15.9830,1.0000,10.0000,42551.4049
F425,204.0569,0.7130,0.7800,0.8460,1.0000,27.0000,25105.4983
F426,204.1233,0.7130,0.7880,0.7960,2.0000,674.0000,603373.5842
F427,204.9394,0.7130,0.7800,0.8460,1.0000,17842.0000,61510.0441
F428,205.0958,0.7630,0.8300,0.8800,1.0000,28.0000,19274.8008
F429,205.1265,0.7130,0.7880,0.7800,2.0000,116.0000,54141.2568
F430,205.1946,15.7330,15.8330,15.9000,1.0000,14.0000,24109.7908
F431,205.1951,14.9330,15.0160,15.1660,1.0000,13.0000,25300.6166
F432,205.1952,14.4660,14.6000,14.6830,1.0000,5.0000,11070.6107
F433,206.1531,17.6500,17.7000,17.7340,1.0000,1632.0000,5146.3400
F434,206.9093,17.9670,18.0340,18.1010,1.0000,11.0000,22626.0902
F435,206.9885,8.6980,8.8980,9.1150,1.0000,7.0000,8747.8875
F436,207.0153,0.7300,0.7960,0.8460,1.0000,34.0000,30439.5146
F437,207.0320,5.6310,5.7140,5.8140,1.0000,9.0000,25893.1410
F438,207.0323,2.2630,2.2880,2.4130,2.0000,92.0000,245623.2031
F439,207.0324,3.7300,4.0140,3.8800,3.0000,8.0000,23105.3798
F440,207.0323,4.8300,4.9140,5.0140,1.0000,37.0000,85476.5861
F441,207.0324,1.5800,1.6630,1.7300,1.0000,18.0000,66599.4053
F442,207.0324,3.0130,3.1130,3.1970,1.0000,79.0000,279664.8692
F443,207.0331,5.5310,5.5810,5.6310,1.0000,12.0000,16035.1794
F444,208.0331,3.7470,3.8140,3.8800,1.0000,38.0000,54681.0988
F445,208.0333,4.0800,4.3640,4.6470,1.0000,12.0000,45848.8693
F446,208.0332,2.2800,2.3470,2.4130,1.0000,31.0000,45570.7026
F447,208.0328,3.0130,3.1130,3.1970,1.0000,32.0000,52466.2834
F448,208.1713,3.7140,3.7800,3.8300,1.0000,6.0000,44541.6504
F449,208.9632,0.7800,0.8460,0.8960,1.0000,8.0000,11491.4834
F450,209.0296,2.1800,2.2970,2.5130,1.0000,30.0000,33466.7541
F451,209.0303,3.7640,3.8140,3.8800,1.0000,34.0000,27329.2180
F452,209.0300,3.0630,3.1130,3.1970,1.0000,24.0000,24019.8523
F453,209.1543,3.7140,3.8800,3.8970,2.0000,9.0000,115945.1892
F454,209.9150,18.0170,18.0840,18.1500,1.0000,33.0000,11362.9226
F455,210.0503,0.7630,0.8130,0.8800,1.0000,737.0000,266565.6086
F456,210.1855,15.0330,14.9660,15.2000,3.0000,27.0000,332246.0368
F457,210.1854,15.7170,15.8420,15.8500,2.0000,30.0000,388683.2602
F458,210.1855,17.3000,17.8000,18.2670,1.0000,18.0000,1297553.5500
F459,210.1854,3.7140,3.7800,3.8640,1.0000,10.0000,117144.6553
F460,211.1062,13.8160,13.8660,13.9160,1.0000,5.0000,5585.8779
F461,211.1696,3.7140,3.8800,3.8470,2.0000,20.0000,457091.9480
F462,213.0088,14.0500,14.1330,14.2500,1.0000,10.0000,70335.6697
F463,213.1250,16.4500,16.5000,16.5340,1.0000,6.0000,7414.1442
F464,213.1961,14.7000,14.7830,14.8830,1.0000,15.0000,76854.4458
F465,214.0064,0.7300,0.8130,0.8960,1.0000,31.0000,36555.3157
F466,214.1457,0.7800,0.8300,0.8630,1.0000,14.0000,7141.2560
F467,214.1811,13.8330,14.1160,14.0160,3.0000,5667.0000,24829.7980
F468,214.2526,7.7480,7.7980,7.8310,1.0000,1274.0000,4586.7173
F469,215.1254,0.7800,0.8460,0.8960,1.0000,64.0000,63547.1418
F470,215.1792,14.5500,14.6160,14.6830,1.0000,7.0000,19106.1390
F471,217.0064,0.7300,0.7800,0.8460,1.0000,4582.0000,13042.0320
F472,217.1054,2.4470,2.4970,2.5470,1.0000,5.0000,8955.1916
F473,217.1049,0.7300,0.7960,0.8630,1.0000,67.0000,256874.3485
F474,217.1951,14.8830,15.0330,15.1500,1.0000,14.0000,29875.7278
F475,217.1950,14.4830,14.6160,14.6830,1.0000,9.0000,10289.9569
F476,218.1089,0.7300,0.7960,0.8630,1.0000,51.0000,19733.5671
F477,218.9547,17.1500,17.2000,17.2340,1.0000,6.0000,5282.2237
F478,219.0270,0.7300,0.7800,0.8630,1.0000,28.0000,18810.1356
F479,219.0836,0.7800,0.8630,1.0460,1.0000,11.0000,59373.2407
F480,219.1778,11.8660,11.9160,11.9490,1.0000,7.0000,7497.4780
F481,219.2110,14.9160,15.0330,15.1330,1.0000,17.0000,38513.8375
F482,220.0671,0.7300,0.7800,0.8800,1.0000,110.0000,50460.2816
F483,220.1681,3.9140,3.9800,4.0470,1.0000,9.0000,33667.9265
F484,221.0854,4.3140,4.3470,4.4470,1.0000,28.0000,16018.7661
F485,221.1750,3.9140,3.9800,4.0640,1.0000,11.0000,144823.2420
F486,222.1127,18.9340,18.8920,18.9840,2.0000,32.0000,19144.2053
F487,222.1129,18.0000,18.2170,18.7670,1.0000,32.0000,212145.5494
F488,222.1137,7.2140,7.2980,7.3650,1.0000,5.0000,14895.5570
F489,222.1818,3.9300,3.9800,4.0640,1.0000,5.0000,36836.0568
F490,222.8804,0.6800,0.8300,0.9630,1.0000,7.0000,15419.6926
F491,223.0640,4.3300,4.3300,4.4640,2.0000,43.0000,347057.8519
F492,223.0635,2.2800,2.2880,2.4130,2.0000,175.0000,667031.0116
F493,223.0636,1.5800,1.5960,1.7300,2.0000,38.0000,225179.0874
F494,223.0637,5.5140,5.6470,5.6470,2.0000,13.0000,36224.1854
F495,223.0637,3.7300,3.8140,3.8800,1.0000,246.0000,1054519.6262
F496,223.0637,4.8470,4.9140,4.9800,1.0000,27.0000,153022.1981
F497,223.0636,11.3150,11.3490,11.3990,1.0000,2225.0000,7493.3496
F498,223.0638,6.3980,6.4640,6.5480,1.0000,7.0000,17862.6805
F499,223.0637,3.0130,3.1130,3.1970,1.0000,261.0000,781350.2505
F500,223.1343,1.2300,1.2800,1.3130,1.0000,2827.0000,9296.2570
F501,223.2154,1.0130,1.0630,1.1130,1.0000,8.0000,9731.3922
F502,224.0645,4.2300,4.2800,4.3300,1.0000,26.0000,40072.5035
F503,224.0645,3.7300,3.8140,3.8800,1.0000,136.0000,232385.5144
F504,224.0644,2.1630,2.2300,2.2800,1.0000,115.0000,85764.1209
F505,224.0646,4.8470,4.9140,4.9970,1.0000,18.0000,35131.0145
F506,224.0648,1.5630,1.6630,1.7460,1.0000,17.0000,54455.0234
F507,224.0649,3.0130,3.1130,3.1970,1.0000,83.0000,173954.4460
F508,224.0647,2.2800,2.3470,2.4130,1.0000,161.0000,140005.2662
F509,224.0655,4.3300,4.3800,4.4470,1.0000,51.0000,76577.4017
F510,224.1282,7.6810,7.7650,7.8810,3.0000,26.0000,295375.7669
F511,224.1281,0.3790,0.5630,0.7960,1.0000,55.0000,1243687.0437
F512,224.1281,0.0630,0.1960,0.3790,1.0000,56.0000,1159607.0097
F513,224.1282,1.7800,1.8460,1.9130,1.0000,58.0000,519797.1863
F514,224.1281,17.8840,18.2840,18.8670,1.0000,82.0000,2790513.8188
F515,224.9040,0.7300,0.7630,0.8130,1.0000,7458.0000,16469.3309
F516,225.0617,2.2630,2.2880,2.4130,2.0000,39.0000,95121.1249
F517,225.0617,3.7300,3.8140,3.8800,1.0000,75.0000,127205.1028
F518,225.0620,3.0130,3.1130,3.1970,1.0000,56.0000,93668.6900
F519,225.1586,1.8630,1.8960,1.9460,1.0000,2861.0000,9410.9030
F520,226.0209,18.4670,18.6340,18.7840,1.0000,44.0000,79715.2778
F521,226.0208,18.1670,18.2510,18.3340,1.0000,41.0000,29926.8342
F522,226.0451,0.7460,0.7960,0.8630,1.0000,159.0000,75766.1703
F523,226.0613,2.3130,2.3470,2.3970,1.0000,8.0000,9531.9866
F524,226.0622,3.7470,3.8140,3.8800,1.0000,37.0000,20317.9403
F525,226.0624,3.0130,3.1130,3.3970,1.0000,28.0000,13824.7095
F526,227.1278,0.7960,0.8300,0.8800,1.0000,38.0000,17013.4333
F527,227.1297,2.2130,2.3130,2.3970,1.0000,28.0000,35063.3349
F528,227.1659,3.9140,3.9800,4.0470,1.0000,14.0000,74449.3206
F529,227.1743,4.0300,4.0800,4.1300,1.0000,6466.0000,28947.2485
F530,227.2120,15.0330,14.7830,15.1660,5.0000,31.0000,816808.2281
F531,227.2120,13.7330,13.8160,13.8830,1.0000,26.0000,497029.3092
F532,227.2119,17.4000,17.8500,18.1840,1.0000,27.0000,2101394.8828
F533,227.2120,15.4170,15.8830,16.4340,1.0000,41.0000,3755128.7595
F534,228.1960,3.7140,3.8800,3.8470,2.0000,31.0000,1234438.9128
F535,228.2684,15.6330,15.9170,15.7670,7.0000,4042.0000,21192.0886
F536,228.2684,17.6670,17.0670,18.1500,9.0000,4270.0000,24644.9960
F537,228.2684,13.4160,13.4240,13.5490,4.0000,3382.0000,25538.8829
F538,228.2684,14.9330,14.7830,15.4830,4.0000,3104.0000,21903.3413
F539,228.2684,13.7330,14.1330,14.5330,1.0000,4645.0000,141821.2041
F540,228.2685,0.9460,0.9960,1.0460,1.0000,13.0000,15900.3392
F541,228.9838,0.7130,0.7800,0.8630,1.0000,392.0000,870758.1717
F542,228.9838,17.8840,17.9670,18.0670,1.0000,11.0000,77076.9277
F543,229.1549,0.7800,0.8130,0.8800,1.0000,11.0000,140966.1091
F544,229.1647,7.9150,7.9810,8.0480,1.0000,6.0000,13874.5772
F545,229.1993,3.7140,3.8800,3.8640,2.0000,27.0000,229205.7941
F546,229.9870,0.7300,0.7800,0.8630,1.0000,77.0000,42548.8637
F547,230.1575,0.7800,0.8300,0.8960,1.0000,9.0000,21262.2267
F548,230.2011,3.7140,3.7800,3.8640,1.0000,7.0000,25492.8938
F549,230.9569,17.8840,18.0000,18.0500,1.0000,8.0000,15896.1716
F550,230.9567,0.7630,0.7960,0.8630,1.0000,14.0000,11996.1904
F551,231.0837,0.6800,0.7960,0.8460,1.0000,9.0000,20236.2695
F552,231.2512,17.8670,17.9340,17.9840,1.0000,5.0000,10600.1580
F553,232.1543,0.7460,0.8130,0.8800,1.0000,21.0000,37810.1007
F554,232.9306,17.9340,18.0000,18.0670,1.0000,30.0000,59626.7517
F555,232.9863,0.7300,0.7800,0.8300,1.0000,9002.0000,26297.6228
F556,233.0877,0.8800,0.9130,0.9630,1.0000,3179.0000,7774.1793
F557,233.1524,3.6640,3.7140,3.7470,1.0000,7.0000,11953.4765
F558,233.2260,14.8330,15.0330,15.2160,1.0000,15.0000,42142.1249
F559,233.2262,15.7330,15.8330,15.9330,1.0000,20.0000,38046.1882
F560,234.1853,15.2500,15.2410,15.3160,2.0000,4098.0000,15169.3024
F561,234.1857,15.3330,15.8500,16.3330,1.0000,4957.0000,187826.2352
F562,234.9819,0.7130,0.7630,0.8460,1.0000,35.0000,40775.2699
F563,235.1197,9.0320,9.0820,9.1320,1.0000,6.0000,7019.6573
F564,237.0800,3.0800,3.3470,3.5470,1.0000,9.0000,36812.1565
F565,237.0828,5.4140,5.4640,5.4970,1.0000,15.0000,6771.7048
F566,237.1840,0.9130,0.9630,0.9960,1.0000,9.0000,7830.9152
F567,237.2286,17.0170,17.0670,17.1000,1.0000,2413.0000,7632.6374
F568,237.2311,13.1160,13.4330,13.5660,1.0000,10.0000,14291.8906
F569,238.1831,15.6670,15.7500,15.8000,1.0000,5.0000,16735.8971
F570,238.2167,12.9490,13.4830,14.0160,1.0000,3474.0000,117976.7852
F571,239.1026,0.8800,0.9130,0.9630,1.0000,4281.0000,10830.5984
F572,239.1072,8.6310,8.6820,8.7320,1.0000,6.0000,7459.2069
F573,239.1985,6.2810,6.3310,6.3810,1.0000,2102.0000,9660.5488
F574,240.0976,0.8630,0.9130,0.9630,1.0000,31.0000,18745.3843
F575,240.2321,0.9960,1.0630,1.1300,1.0000,45.0000,59524.2648
F576,241.0033,0.7300,0.8130,0.8800,1.0000,34.0000,61548.5456
F577,241.0035,16.8340,17.6340,18.1840,1.0000,9.0000,1587356.8647
F578,241.0741,3.7300,3.8140,3.8800,1.0000,436.0000,277746.3152
F579,241.0742,2.2470,2.3300,2.3800,1.0000,7.0000,14924.1965
F580,241.1546,0.7300,0.8130,0.8960,1.0000,9.0000,38972.1688
F581,241.1538,3.5800,3.8470,4.0640,1.0000,2432.0000,17345.6285
F582,241.2355,1.0130,1.0630,1.1130,1.0000,9.0000,11321.6696
F583,241.2380,18.0170,18.0840,18.2670,1.0000,12.0000,29802.0732
F584,242.0751,3.7300,3.8140,3.8800,1.0000,158.0000,57676.1940
F585,243.1729,7.4980,7.7810,8.0980,1.0000,14.0000,7802.4149
F586,243.2113,15.7330,15.8170,15.8670,1.0000,11.0000,59500.6098
F587,243.2112,14.9660,15.0160,15.1500,1.0000,12.0000,71676.3585
F588,243.2134,14.8830,14.9500,14.9830,1.0000,7.0000,21119.0338
F589,244.0541,0.7460,0.7960,0.8300,1.0000,2353.0000,6594.9321
F590,244.1908,3.9140,3.9800,4.0470,1.0000,26.0000,192884.1524
F591,244.9546,0.7130,0.7630,0.8460,1.0000,2426.0000,1282253.6141
F592,245.0520,18.2510,18.5510,18.4170,4.0000,7077.0000,50336.3904
F593,245.0529,18.1670,18.2170,18.2510,1.0000,3503.0000,11166.7658
F594,245.1940,3.9140,3.9800,4.1140,1.0000,8.0000,37865.9130
F595,245.2241,15.6170,15.8000,15.9330,1.0000,6.0000,9368.2870
F596,245.2262,14.9500,15.0160,15.0660,1.0000,4463.0000,14616.4036
F597,245.2268,15.8170,15.8500,15.9000,1.0000,2711.0000,8693.0830
F598,246.9021,18.0000,18.0670,18.1170,1.0000,3345.0000,13357.3232
F599,246.9267,0.7800,0.8130,0.8960,1.0000,5713.0000,16239.4449
F600,246.9517,0.7130,0.7630,0.8460,1.0000,1169.0000,398598.6755
F601,247.1441,0.7800,0.8300,0.9460,1.0000,49.0000,84538.0988
F602,247.2416,15.7500,15.8170,15.9500,1.0000,3692.0000,25274.5371
F603,247.2416,14.9500,15.0160,15.1160,1.0000,48.0000,29163.5465
F604,248.1829,15.5170,15.6170,15.6670,1.0000,6.0000,8810.0072
F605,248.8982,17.9340,18.0170,18.1010,1.0000,18.0000,68830.0719
F606,248.9775,0.7960,0.8460,0.9460,1.0000,6.0000,18277.5412
F607,248.9772,2.9800,3.0300,3.0630,1.0000,1206.0000,4635.8609
F608,249.0611,0.7460,0.8130,0.8800,1.0000,312.0000,146303.4746
F609,249.1068,0.7460,0.7960,0.8800,1.0000,57.0000,19365.5919
F610,249.1937,12.7830,12.8330,12.8660,1.0000,2993.0000,10623.6436
F611,250.1778,3.6970,3.8800,3.8470,2.0000,22.0000,191207.5230
F612,250.1780,0.8630,0.9460,1.0130,1.0000,13.0000,93741.3480
F613,250.9501,0.7800,0.8300,0.8960,1.0000,7.0000,7870.6677
F614,251.1823,3.9300,3.9800,4.0140,1.0000,5.0000,22533.9766
F615,251.1859,12.5160,12.6080,12.6160,2.0000,4023.0000,20471.2350
F616,252.2044,0.4290,0.4790,0.5290,1.0000,2388.0000,9823.6917
F617,253.0252,0.7300,0.7630,0.8460,1.0000,8190.0000,27012.1256
F618,253.2245,14.8330,14.8830,14.9160,1.0000,2920.0000,10684.6294
F619,255.1596,0.8800,0.9130,0.9800,1.0000,19.0000,16565.1649
F620,255.2423,17.4000,17.8670,18.1170,1.0000,16.0000,139585.0763
F621,256.2268,3.6470,3.7140,3.8140,1.0000,8.0000,68252.2151
F622,257.0427,17.8500,17.5340,18.0170,3.0000,19.0000,22174.4644
F623,257.1013,0.7630,0.8130,0.8800,1.0000,2128.0000,9980.5904
F624,257.1913,1.6300,1.8300,2.0630,1.0000,6.0000,34645.7367
F625,257.2263,14.9500,15.0330,15.1500,1.0000,9.0000,57524.4060
F626,257.2265,14.4830,14.6160,14.7000,1.0000,9.0000,22066.9716
F627,257.2269,15.7330,15.8500,16.0000,1.0000,19.0000,74730.2572
F628,259.1517,0.7460,0.8300,0.8960,1.0000,34.0000,39266.2197
F629,259.1906,4.4300,4.4970,4.5640,1.0000,15.0000,69408.4296
F630,259.2414,15.7330,15.8170,15.9500,1.0000,41.0000,42441.7411
F631,259.2417,14.9330,15.0160,15.1160,1.0000,7402.0000,41981.3462
F632,260.1954,9.4980,9.5480,9.5980,1.0000,8.0000,6506.5620
F633,260.1970,17.9670,18.0500,18.1170,1.0000,18.0000,49027.7077
F634,260.9281,0.7130,0.7800,0.8630,1.0000,289.0000,93924.0559
F635,261.1310,0.7300,0.7960,0.8630,1.0000,129.0000,250801.4308
F636,261.1927,17.9840,18.0500,18.1340,1.0000,17.0000,70336.8939
F637,261.2434,2.2630,2.3300,2.3800,1.0000,11.0000,7340.4602
F638,262.1850,6.1310,6.1810,6.2140,1.0000,1778.0000,5941.3004
F639,262.8882,18.0340,18.0840,18.1340,1.0000,1541.0000,6182.0551
F640,262.8981,0.7130,0.7630,0.8630,1.0000,8337.0000,30726.8848
F641,262.9251,0.7460,0.7800,0.8630,1.0000,12123.0000,36095.6477
F642,263.1363,0.7460,0.7800,0.8300,1.0000,6812.0000,15471.2520
F643,264.1965,0.7960,0.8460,0.9800,1.0000,20.0000,30569.0379
F644,265.1598,0.8960,0.9800,1.0130,1.0000,12.0000,14110.6565
F645,265.2581,3.7140,3.7640,3.7970,1.0000,8.0000,5952.3858
F646,266.1726,3.8970,3.9800,4.0470,1.0000,11.0000,136448.6289
F647,266.1725,0.7630,0.8300,0.8960,1.0000,8.0000,64371.1772
F648,266.9996,3.5800,3.7970,4.0640,1.0000,18.0000,36304.5763
F649,266.9993,3.0130,3.1130,3.1970,1.0000,38.0000,77637.8214
F650,267.0004,4.8640,4.9140,4.9970,1.0000,9.0000,9754.7036
F651,267.1447,17.3170,17.6670,17.9500,1.0000,2062.0000,17730.8691
F652,267.1755,0.8630,0.9130,0.9460,1.0000,13.0000,11964.9062
F653,267.2049,16.9840,17.0340,17.0670,1.0000,2684.0000,9751.3815
F654,267.6478,2.5970,2.6470,2.7130,1.0000,14.0000,10212.5848
F655,267.9996,2.9970,3.0970,3.1630,1.0000,14.0000,16228.7261
F656,268.1874,0.8130,0.8800,0.9630,1.0000,5455.0000,22434.4417
F657,268.1902,1.1460,1.1960,1.2300,1.0000,5.0000,6081.4875
F658,268.2348,3.3800,3.4300,3.4970,1.0000,7.0000,10642.1057
F659,268.9987,14.0000,14.2500,14.2500,2.0000,25.0000,264231.5299
F660,268.9987,14.9500,15.0330,15.1160,1.0000,33.0000,261180.2627
F661,268.9989,0.7130,0.7800,0.8460,1.0000,2027.0000,3291671.6732
F662,268.9989,16.6340,16.7000,16.7670,1.0000,26.0000,175036.5050
F663,268.9984,17.6840,17.9500,18.0670,1.0000,27.0000,384884.7223
F664,268.9988,11.9820,12.0660,12.1160,1.0000,16.0000,91101.5780
F665,269.0336,14.8500,15.5500,16.1000,1.0000,45.0000,446499.2693
F666,269.0335,16.4670,16.7170,17.0840,1.0000,41.0000,218797.6458
F667,269.0335,17.1000,17.7840,18.2510,1.0000,42.0000,317526.0945
F668,269.2265,3.3800,3.4470,3.5300,1.0000,51.0000,56789.4344
F669,270.0022,0.7130,0.7800,0.8460,1.0000,61899.0000,225877.9612
F670,270.1287,0.7460,0.7800,0.8300,1.0000,4763.0000,10929.8106
F671,270.2427,3.7140,3.7800,3.8640,1.0000,18.0000,73558.9116
F672,270.9728,0.7630,0.7960,0.8460,1.0000,28.0000,15055.6409
F673,271.0031,0.7130,0.7800,0.8460,1.0000,15477.0000,54050.8586
F674,271.1643,11.3660,11.4160,11.4660,1.0000,1372.0000,6039.8169
F675,271.2459,3.6970,3.7800,3.8470,1.0000,7.0000,15540.5414
F676,271.9668,0.7130,0.8130,0.9630,1.0000,8.0000,14933.0188
F677,272.0159,0.8630,0.9130,0.9460,1.0000,1414.0000,5108.9591
F678,272.2586,0.9960,1.1550,1.1300,2.0000,157.0000,793802.1042
F679,272.7947,0.7130,0.7630,0.8130,1.0000,4078.0000,12234.7210
F680,272.9454,17.9500,18.0000,18.0340,1.0000,13.0000,16347.3366
F681,273.1848,1.6130,1.6960,1.7800,1.0000,24.0000,191121.3143
F682,273.2585,14.9160,15.0160,15.1160,1.0000,16.0000,32388.3345
F683,273.2617,0.9960,1.1550,1.1300,2.0000,91.0000,160185.3053
F684,273.9808,0.7630,0.7960,0.8630,1.0000,6040.0000,16908.8736
F685,274.1785,13.5660,13.5990,13.6490,1.0000,1898.0000,5772.1215
F686,274.1879,1.5630,1.6960,1.7960,1.0000,29.0000,33812.1679
F687,274.2661,1.0130,1.0630,1.0960,1.0000,22317.0000,56258.2319
F688,274.9652,0.7130,0.7630,0.8460,1.0000,20230.0000,66633.8362
F689,275.1096,0.6960,0.7800,0.8460,1.0000,22.0000,48188.7923
F690,275.2080,18.0000,18.0500,18.1170,1.0000,8.0000,35937.5599
F691,276.9622,0.7300,0.7800,0.8460,1.0000,76.0000,25828.7123
F692,277.2168,0.8960,0.9800,1.0130,1.0000,13.0000,18726.2118
F693,278.1083,0.7460,0.7960,0.8300,1.0000,1865.0000,6120.7777
F694,279.0932,0.9130,0.9800,1.0630,1.0000,10.0000,15988.3669
F695,279.1601,4.3470,4.4140,4.4800,1.0000,78.0000,254621.5768
F696,280.1546,0.7960,0.8460,0.8960,1.0000,2580.0000,10520.8362
F697,280.1642,4.3300,4.4140,4.4640,1.0000,29.0000,42572.8810
F698,280.1860,0.8300,0.8800,0.9130,1.0000,2146.0000,6171.0031
F699,281.0514,4.2140,4.3300,4.3300,2.0000,29.0000,185872.5111
F700,281.0511,2.2630,2.2880,2.4130,2.0000,192.0000,397109.1953
F701,281.0511,1.5800,1.5880,1.7460,2.0000,18.0000,82074.5950
F702,281.0510,3.7300,3.8140,3.8800,1.0000,17.0000,140611.2321
F703,281.0511,4.8300,4.8970,4.9970,1.0000,68.0000,327461.2500
F704,281.0515,11.8160,11.8820,11.9320,1.0000,6.0000,7833.9488
F705,281.0510,7.0980,7.1810,7.2480,1.0000,8.0000,15072.3593
F706,281.0512,5.6310,5.6970,5.8140,1.0000,12.0000,53870.0286
F707,281.0510,3.0130,3.1130,3.1800,1.0000,103.0000,241172.4985
