Feature_ID,mz,RTmin,RT,RTmax,Height,Area,Estimated noise,S/N,Sharpness,Gaussian similarity,Ideal slope,Symmetry
F269,716.86109,0.032,1.17,2.344,7861,128645,1.0,7861.495,25.323,0.841,0.98,0.749
F270,718.8598,0.393,1.17,1.825,7979,131077,1.0,7978.768,22.667,0.757,0.993,0.749
F271,720.82257,0.825,1.17,2.171,7257,119479,1.0,7257.399,27.869,0.719,0.996,0.688
F272,727.81133,0.307,1.17,2.084,3416,56477,1.0,3416.032,14.877,0.791,0.973,0.918
F273,728.87698,0.032,1.17,2.344,3859,63638,1.0,3859.49,22.861,0.825,0.999,0.749
F274,729.87864,0.032,1.17,2.43,3357,56406,1.0,3357.274,17.145,0.798,1.0,0.749
F275,730.87816,0.135,1.17,2.171,4104,67538,1.0,4103.794,21.769,0.751,0.994,0.749
F276,737.83805,0.032,1.17,2.171,3073,50835,1.0,3072.708,14.585,0.689,0.998,0.598
F277,743.82452,0.221,1.17,1.911,1930,32221,1.0,1930.152,10.028,0.699,1.0,0.598
F278,744.85685,0.032,1.17,2.344,18429,301195,1.0,18428.74,35.584,0.746,0.996,0.688
F279,750.81547,0.307,1.17,1.911,17036,285234,1.0,17036.28,37.876,0.862,0.998,0.797
F280,765.82854,0.307,1.17,1.652,4523,70036,1.0,4523.126,30.377,0.861,0.99,0.797
F281,770.81997,0.032,1.17,2.344,8119,133028,1.0,8119.403,21.743,0.801,1.0,0.797
F282,779.8131,0.032,1.17,2.171,18388,299654,1903.986,9.65764,35.259,0.782,1.0,0.797
F283,781.80803,0.032,1.17,2.171,6380,103390,1.0,6379.857,25.188,0.832,0.999,0.797
F284,794.7877,0.135,1.17,2.171,28906,470483,1.0,28905.52,43.061,0.708,0.996,0.749
F285,795.79119,0.032,1.17,2.344,7821,128471,1.0,7821.217,26.668,0.849,1.0,0.797
F286,796.78484,0.825,1.17,2.171,9797,161756,1.0,9797.448,32.402,0.747,0.99,0.688
F287,797.78519,0.307,1.17,1.911,5812,99467,1.0,5812.176,27.518,0.796,0.988,0.797
F288,802.84594,0.135,1.17,2.171,3964,64422,1.0,3964.232,28.106,0.861,0.998,0.797
F289,803.82753,0.221,1.17,1.998,2573,39836,1.0,2572.709,25.088,0.9,0.995,0.797
F290,809.77095,0.032,1.17,2.171,9263,150658,1.0,9263.366,24.23,0.74,1.0,0.797
F291,810.76618,0.825,1.17,1.738,7091,116029,1.0,7091.094,32.382,0.877,0.997,0.797
F292,811.77716,0.032,1.17,2.257,3602,59332,1.0,3601.607,17.812,0.861,1.0,0.918
F293,817.82415,0.135,1.17,2.171,5203,84462,1.0,5203.348,26.027,0.882,1.0,0.797
F294,818.82349,0.032,1.17,2.43,8437,138929,1.0,8437.494,25.674,0.797,1.0,0.797
F295,822.80095,0.135,1.17,2.171,4281,71102,1.0,4280.777,27.715,0.748,0.993,0.688
F296,843.78979,0.307,1.17,2.084,5261,86610,1.0,5261.302,22.938,0.762,0.993,0.688
F297,847.82092,0.135,1.17,1.479,6853,112501,1.0,6852.789,30.432,0.811,1.0,0.797
F298,848.8185,0.032,1.17,1.911,9389,153918,1.0,9389.229,23.774,0.771,0.99,0.463
F299,849.81872,0.135,1.17,2.171,6645,108880,1.0,6644.824,25.243,0.838,0.988,0.797
F300,850.8154,0.032,1.17,2.171,5316,87781,1.0,5316.277,20.551,0.785,1.0,0.797
F301,851.77917,0.307,1.17,2.084,3582,59106,1.0,3582.052,17.71,0.825,0.984,0.918
F302,853.82279,0.307,1.17,1.911,2705,44258,1.0,2705.301,26.12,0.856,0.999,0.797
F303,858.83408,0.48,1.17,2.171,6108,103817,1.0,6108.478,31.083,0.741,1.0,0.688
F304,862.79645,0.032,1.17,2.344,13471,220300,1.0,13471.24,40.094,0.855,1.0,0.797
F305,867.82445,0.032,1.17,2.171,3829,63268,1.0,3828.974,29.822,0.847,0.998,0.797
F306,877.81362,0.135,1.17,2.171,15933,258482,1.0,15933.47,35.318,0.863,1.0,0.797
F307,895.78499,0.032,1.17,2.171,4510,71191,1.0,4510.012,22.005,0.799,0.995,0.797
F308,906.76892,0.566,1.17,2.257,32392,537973,1.0,32391.82,45.072,0.697,0.999,0.688
F309,907.7708,0.135,1.17,2.171,21354,345270,1.0,21353.57,43.5,0.875,0.994,0.797
F310,908.76903,0.307,1.17,2.084,22417,365882,1.0,22417.15,38.619,0.716,0.996,0.749
F311,909.77163,0.135,1.17,2.171,8868,145388,1.0,8868.216,26.831,0.776,1.0,0.749
F312,910.76428,0.652,1.17,2.344,8011,137994,1.0,8010.589,26.456,0.933,1.0,0.749
F313,912.77552,0.032,1.17,2.603,2642,43913,1.0,2641.681,19.183,0.836,0.985,0.797
F314,922.74615,0.032,1.17,2.777,14470,241847,1.0,14470.2,28.281,0.891,0.996,0.749
F315,923.75149,0.48,1.17,2.344,7739,126395,1.0,7738.829,30.305,0.828,1.0,0.797
F316,924.7471,0.307,1.17,2.084,8741,141873,1.0,8741.383,28.589,0.694,0.993,0.749
F317,925.74827,0.221,1.17,1.911,3815,62957,1.0,3815.324,31.99,0.821,1.0,0.797
F318,927.79457,0.825,1.17,2.084,3943,65466,1.0,3942.835,26.027,0.843,0.995,0.797
F319,928.79546,0.032,1.17,1.998,3737,61886,1.0,3736.59,17.553,0.785,0.998,0.797
F320,936.77754,0.032,1.17,2.257,5239,86738,1.0,5238.556,26.456,0.796,0.999,0.797
F321,938.72434,0.032,1.17,2.171,5029,82717,1.0,5028.641,19.843,0.887,1.0,0.749
F322,939.7897,0.825,1.17,1.911,3245,53076,1.0,3245.311,26.321,0.8,0.99,0.797
F323,940.79061,0.032,1.17,2.344,6142,99940,1.0,6142.111,30.869,0.829,0.998,0.797
F324,948.78264,0.135,1.17,2.171,8459,138650,1.0,8458.959,32.972,0.861,1.0,0.797
F325,949.78223,0.135,1.17,2.084,9171,150354,1.0,9171.162,29.821,0.834,1.0,0.797
F326,952.76401,0.825,1.17,2.43,5644,94567,3588.133,1.57309,24.99,0.795,1.0,0.688
F327,956.77191,0.135,1.17,2.171,8188,134611,1.0,8188.468,24.979,0.873,1.0,0.797
F328,957.77141,0.032,1.17,2.43,8644,143847,1.0,8643.936,29.073,0.798,0.993,0.797
F329,958.77076,0.135,1.17,2.171,6289,102157,1.0,6288.551,28.451,0.822,0.995,0.797
F330,960.74848,0.825,1.17,2.084,3389,57488,1.0,3388.653,20.563,0.901,0.991,0.647
F331,961.7983,0.825,1.17,2.084,5087,86630,1.0,5087.195,29.71,0.797,0.999,0.688
F332,963.79638,0.032,1.17,1.998,4587,75353,1.0,4586.678,20.004,0.793,1.0,0.797
F333,965.76102,0.032,1.17,2.171,5791,94485,1.0,5791.085,30.529,0.763,0.998,0.797
F334,972.75025,0.032,1.17,2.603,4790,85903,1.0,4789.863,24.4,0.786,0.974,0.647
F335,973.75219,0.393,1.17,1.998,4212,68406,1.0,4211.537,19.561,0.822,1.0,0.918
F336,975.813,0.825,1.17,2.43,3393,58715,1.0,3392.7,24.539,0.743,0.975,0.797
F337,979.77561,0.032,1.17,1.998,6451,107352,1.0,6450.967,27.293,0.805,0.997,0.797
F338,986.78671,0.307,1.17,1.911,2837,46377,1.0,2836.96,19.511,0.792,0.996,0.797
F339,989.79512,0.135,1.17,2.171,10293,167691,1.0,10293.16,31.111,0.863,0.999,0.797
F340,1004.77183,0.135,1.17,2.171,20711,335379,1.0,20710.75,42.622,0.895,1.0,0.797
F341,1008.76731,0.48,1.17,2.43,11572,189469,1.0,11571.86,27.856,0.757,0.994,0.797
F342,1013.75245,0.221,1.17,1.998,7529,123927,1.0,7528.894,24.524,0.812,0.997,0.688
F343,1015.75931,0.032,1.17,2.171,5638,91374,1.0,5638.316,20.257,0.717,0.999,0.463
F344,1022.7509,0.825,1.17,2.171,21422,348906,1.0,21421.72,39.863,0.868,1.0,0.797
F345,1032.74351,0.221,1.17,1.911,2667,44482,1.0,2667.476,18.976,0.786,1.0,0.797
F346,1036.72644,0.48,1.17,2.257,13484,219675,1.0,13483.84,29.181,0.643,1.0,0.749
F347,1037.73026,0.393,1.17,1.825,10419,172473,1.0,10418.76,35.136,0.892,0.995,0.797
F348,1038.72854,0.135,1.17,2.171,10512,169507,1.0,10511.65,26.016,0.853,0.997,0.749
F349,1039.72666,0.032,1.17,2.43,5515,89711,1.0,5514.83,21.275,0.558,0.979,0.749
F350,1040.72211,0.135,1.17,2.171,5031,82724,1.0,5031.273,33.212,0.875,0.998,0.797
F351,1040.78014,0.032,1.17,2.517,4093,65954,1.0,4092.704,18.975,0.81,1.0,0.797
F352,1041.79032,0.307,1.17,1.911,1897,29366,1.0,1896.55,23.017,0.846,0.991,0.797
F353,1046.7811,0.307,1.17,1.911,2837,47955,1.0,2836.824,26.324,0.842,0.998,0.797
F354,1048.77675,0.032,1.17,2.171,3586,58521,1.0,3585.637,16.622,0.773,0.994,0.688
F355,1051.0766,0.825,1.17,2.084,1389,24241,1.0,1389.469,7.54,0.748,0.988,0.424
F356,1052.7013,0.135,1.17,2.171,5751,95212,1.0,5751.249,24.05,0.854,1.0,0.749
F357,1053.70286,0.307,1.17,2.084,3510,57751,1.0,3510.285,20.431,0.857,0.997,0.918
F358,1054.77068,0.307,1.17,2.084,4383,70673,1.0,4382.806,29.191,0.878,0.994,0.797
F359,1055.76733,0.825,1.17,2.171,4064,66374,1.0,4063.721,30.985,0.824,1.0,0.797
F360,1056.70808,0.307,1.17,2.084,3662,60262,1.0,3661.966,20.813,0.859,0.996,0.647
F361,1064.7601,0.307,1.17,1.911,6870,111857,1.0,6870.288,22.293,0.788,1.0,0.797
F362,1068.77058,0.032,1.17,2.171,1662,25733,1.0,1661.951,25.575,0.854,1.0,0.797
F363,1072.75307,0.307,1.17,1.911,6145,98709,1.0,6145.491,25.099,0.847,0.988,0.797
F364,1073.75085,0.307,1.17,1.911,4906,80531,1.0,4906.471,18.283,0.811,0.995,0.797
F365,1078.73982,0.135,1.17,2.171,6459,104764,1.0,6459.437,29.121,0.876,0.996,0.797
F366,1087.72638,0.393,1.17,1.825,7454,124023,1.0,7454.114,31.305,0.892,0.997,0.797
F367,1089.06536,0.652,1.17,1.565,1366,38085,1.0,1302.219,9.281,0.709,1.0,0.78
F368,1094.71131,0.307,1.17,2.084,5130,83666,951.184,5.39336,20.709,0.657,0.984,0.918
F369,1095.71338,0.307,1.17,1.911,3304,56819,1.0,3303.683,27.198,0.802,0.997,0.797
F370,1099.08256,0.032,1.17,1.911,2060,34149,1.0,2059.893,12.958,0.677,0.967,0.398
F371,1099.72682,0.135,1.17,2.171,1615,25013,1.0,1615.447,23.9,0.865,1.0,0.797
F372,1102.70939,0.307,1.17,1.565,3035,50451,1.0,3034.732,22.948,0.754,0.983,0.918
F373,1104.72482,0.032,1.17,2.43,2822,47172,1.0,2822.366,17.447,0.856,0.975,0.941
F374,1105.77134,0.307,1.17,1.911,5709,93801,1.0,5709.021,29.615,0.876,0.991,0.797
F375,1107.76237,0.307,1.17,1.652,3396,52590,1.0,3396.413,28.933,0.844,1.0,0.797
F376,1110.72798,0.393,1.17,1.825,4713,79194,1741.741,2.70582,27.795,0.854,0.994,0.797
F377,1118.75165,0.221,1.17,1.911,6086,94239,1.0,6086.236,22.549,0.759,1.0,0.797
F378,1120.75093,0.135,1.17,2.171,13615,222392,1.0,13615.34,34.109,0.888,1.0,0.797
F379,1127.08017,0.48,1.17,1.738,1581,32238,1.0,1581.262,12.508,0.964,1.0,0.797
F380,1127.74082,0.307,1.17,1.998,6450,105926,1.0,6450.344,25.175,0.77,1.0,0.688
F381,1132.05269,0.652,1.17,2.517,1689,30119,1.0,1689.499,14.061,0.545,0.963,0.727
F382,1135.05545,0.738,1.17,1.738,2113,39546,1.0,2113.032,7.17,0.678,0.998,0.231
F383,1135.73056,0.135,1.17,1.998,12233,199709,1.0,12232.51,30.706,0.817,1.0,0.797
F384,1136.73052,0.825,1.17,1.911,15226,247366,1.0,15226.39,39.316,0.882,1.0,0.797
F385,1137.72765,0.032,1.17,1.998,9691,157320,1.0,9690.673,35.948,0.828,0.996,0.797
F386,1138.22617,0.032,1.17,1.652,4944,79861,1602.632,3.08473,20.429,0.669,0.945,0.395
F387,1138.72593,0.825,1.17,1.911,8184,134495,855.562,9.56578,27.617,0.831,0.994,0.797
F388,1144.71758,0.307,1.17,1.911,8455,141631,1.0,8455.006,27.184,0.747,1.0,0.797
F389,1145.71349,0.135,1.17,2.171,3137,51233,1394.342,2.24954,15.043,0.864,0.998,0.861
F390,1147.20503,0.032,1.17,2.863,2434,40209,1.0,2434.311,15.236,0.74,0.962,0.349
F391,1148.75206,0.307,1.17,1.911,1410,26823,600.921,2.34715,14.734,0.771,1.0,0.797
F392,1150.70733,0.825,1.17,2.171,8017,131041,858.989,9.3326,24.338,0.707,0.998,0.688
F393,1151.7044,0.307,1.17,2.084,7864,128268,1.0,7863.94,25.089,0.702,0.993,0.688
F394,1152.70464,0.825,1.17,2.171,9334,152546,1.0,9334.388,27.656,0.77,0.994,0.918
F395,1154.70971,0.307,1.17,2.084,4414,73609,1075.812,4.10328,24.868,0.766,0.994,0.918
F396,1158.22999,0.032,1.17,3.036,1193,18465,1389.504,0.85822,13.156,0.556,0.958,0.283
F397,1161.0666,0.566,1.17,2.257,1156,23430,559.411,2.06602,14.043,0.608,0.996,0.837
F398,1161.73529,0.825,1.17,2.344,1597,26517,1.0,1597.112,25.817,0.838,0.999,0.797
F399,1162.73675,0.032,1.17,2.084,2647,44221,1.0,2647.011,17.306,0.814,1.0,0.797
F400,1164.74099,0.307,1.17,1.911,4207,71124,1.0,4206.513,20.559,0.814,0.998,0.797
F401,1166.68707,0.135,1.17,2.171,5843,95496,1.0,5843.174,18.76,0.858,0.993,0.749
F402,1167.07513,0.825,1.17,2.084,1049,20794,1.0,1048.57,9.478,0.541,0.974,0.107
F403,1168.72934,0.032,1.17,2.171,2214,34274,1.0,2213.532,19.758,0.814,1.0,0.797
F404,1171.72897,0.032,1.17,1.998,3062,49700,1.0,3061.536,22.384,0.787,1.0,0.797
F405,1173.70694,0.393,1.17,1.998,3966,65585,1.0,3965.77,19.658,0.74,0.994,0.918
F406,1174.71252,0.032,1.17,2.344,4014,66193,1.0,4014.451,17.867,0.748,0.999,0.688
F407,1175.04772,0.135,1.17,1.825,2221,38803,1.0,2221.039,10.282,0.7,1.0,0.478
F408,1175.72805,0.307,1.17,1.998,2952,49606,1.0,2952.401,19.184,0.789,0.983,0.688
F409,1176.73491,0.221,1.17,1.998,3094,51028,1.0,3093.729,19.154,0.888,0.992,0.797
F410,1178.23378,0.307,1.17,1.392,3373,59535,1077.277,3.13109,17.556,0.802,1.0,0.463
F411,1178.74088,0.221,1.17,1.998,4503,73744,1.0,4502.926,20.774,0.8,1.0,0.688
F412,1180.70788,0.825,1.17,1.998,4422,75612,1.0,4422.08,25.067,0.793,1.0,0.688
F413,1181.72542,0.825,1.17,1.911,4952,82967,1.0,4951.716,21.938,0.799,1.0,0.797
F414,1182.71287,0.032,1.17,1.998,1990,30820,1.0,1990.47,26.828,0.778,1.0,0.797
F415,1183.73221,0.393,1.17,1.825,2499,41468,1.0,2499.418,12.641,0.774,1.0,0.797
F416,1186.7277,0.825,1.17,1.998,2767,44365,1.0,2767.107,19.289,0.811,1.0,0.797
F417,1188.21275,0.135,1.17,1.825,3433,56598,841.056,4.08232,13.997,0.757,0.988,0.726
F418,1193.72259,0.135,1.17,1.998,5666,92734,1.0,5666.436,21.149,0.763,1.0,0.797
F419,1194.21182,0.135,1.17,2.171,5037,82121,1686.733,2.98644,19.776,0.856,0.993,0.688
F420,1194.71885,0.393,1.17,1.825,4120,63795,1.0,4120.075,26.076,0.867,0.996,0.797
F421,1195.71032,0.032,1.17,2.171,2935,45448,1.0,2935.175,21.683,0.741,1.0,0.797
F422,1198.72124,0.307,1.17,1.911,1666,25802,1.0,1666.402,12.662,0.773,1.0,0.797
F423,1200.70848,0.221,1.17,1.998,5160,85027,1.0,5160.05,22.252,0.84,1.0,0.797
F424,1201.20197,0.307,1.17,1.825,5236,98662,1341.576,3.90314,20.973,0.804,0.989,0.688
F425,1203.70988,0.032,1.17,1.998,4167,67704,1.0,4166.638,25.208,0.772,0.997,0.463
F426,1208.18902,0.652,1.17,1.479,1415,26456,790.043,1.79161,15.215,0.83,0.98,0.463
F427,1211.03979,0.221,1.17,1.825,1997,35941,1.0,1997.306,9.129,0.755,1.0,0.46
F428,1213.04816,0.032,1.17,3.399,1663,31908,1.0,1663.49,13.526,0.834,0.979,0.536
F429,1213.18954,0.221,1.17,1.376,1282,20387,742.933,1.72544,12.827,0.755,0.961,0.398
F430,1216.69891,0.032,1.17,2.257,2920,48833,1.0,2919.707,23.173,0.696,1.0,0.688
F431,1218.0377,0.825,1.17,1.825,2163,36189,1.0,2163.284,14.849,0.733,0.988,0.688
F432,1220.72972,0.825,1.17,2.084,2415,41646,1.0,2414.782,24.743,0.789,0.997,0.797
F433,1221.68163,0.032,1.17,2.43,2202,36988,1647.065,1.33662,16.538,0.583,0.991,0.749
F434,1224.7171,0.307,1.17,1.911,5085,82018,1.0,5084.536,30.663,0.832,0.998,0.797
F435,1228.72064,0.135,1.17,2.084,2973,49888,1.0,2972.836,24.709,0.791,1.0,0.688
F436,1237.20676,0.307,1.17,1.376,2212,37670,830.059,2.66443,12.998,0.642,0.977,0.374
F437,1238.70971,0.032,1.17,2.344,3637,60585,482.116,7.5436,20.244,0.752,1.0,0.688
F438,1240.72036,0.135,1.17,2.084,4113,67276,1.0,4113.487,22.274,0.752,1.0,0.797
F439,1242.21874,0.48,1.17,1.376,3557,58716,773.582,4.59865,15.097,0.803,0.992,0.463
F440,1244.71502,0.393,1.17,1.825,3491,54054,1.0,3490.978,19.866,0.866,1.0,0.797
F441,1245.71052,0.307,1.17,1.911,2804,43410,750.007,3.73803,18.811,0.801,0.995,0.797
F442,1246.04601,0.221,1.17,2.257,1399,25916,1.0,1399.188,5.945,0.948,1.0,0.654
F443,1246.70494,0.135,1.17,2.257,3368,55001,1283.422,2.62394,22.406,0.835,1.0,0.797
F444,1247.70198,0.032,1.17,2.171,2960,49170,870.193,3.40177,18.195,0.77,1.0,0.688
F445,1249.70098,0.307,1.17,1.998,6102,99687,1.0,6102.154,26.987,0.808,0.995,0.688
F446,1250.20817,0.032,1.17,1.911,3831,79633,1136.585,3.37038,13.715,0.651,0.887,0.395
F447,1252.70256,0.032,1.17,2.171,4961,76820,1.0,4961.312,25.03,0.667,0.997,0.463
F448,1253.68837,0.221,1.17,1.998,5231,86219,719.205,7.27263,28.702,0.676,1.0,0.688
F449,1258.18544,0.032,1.17,2.43,1778,29001,1.0,1777.544,15.128,0.959,0.999,0.837
F450,1261.68879,0.135,1.17,2.257,2998,49803,1.0,2997.877,16.269,0.831,0.994,0.797
F451,1262.69534,0.825,1.17,2.257,2376,39800,1.0,2376.004,16.553,0.727,1.0,0.797
F452,1263.0308,0.738,1.17,2.171,2531,50570,1.0,2531.193,10.163,0.895,0.987,0.941
F453,1265.68869,0.032,1.17,2.344,3515,54431,1.0,3515.309,23.235,0.772,0.99,0.797
F454,1266.68709,0.307,1.17,1.998,7254,118690,1.0,7254.376,29.935,0.808,0.992,0.688
F455,1267.68983,0.307,1.17,1.911,5314,87812,1.0,5313.846,21.676,0.804,0.994,0.797
F456,1269.67812,0.307,1.17,1.911,2177,33708,1.0,2176.976,24.601,0.83,0.993,0.797
F457,1276.03499,0.032,1.17,2.863,2205,41562,1.0,2205.237,14.554,0.502,0.99,0.941
F458,1277.71764,0.307,1.17,1.911,2572,42316,1.0,2571.952,19.152,0.828,0.994,0.797
F459,1279.03064,0.825,1.17,1.825,1308,22355,1.0,1308.17,13.296,0.797,0.978,0.797
F460,1280.03561,0.307,1.17,2.084,2357,39133,1.0,2357.046,16.166,0.778,0.99,0.797
F461,1280.66895,0.825,1.17,2.084,3253,53993,1307.156,2.48886,14.914,0.911,0.987,0.918
F462,1282.6651,0.032,1.17,2.43,4139,68339,503.229,8.22567,19.535,0.734,0.958,0.797
F463,1282.69573,0.032,1.17,2.344,3159,60037,1.0,3158.719,20.194,0.724,0.987,0.478
F464,1283.04699,0.032,1.17,2.084,1939,31493,1.0,1939.034,18.952,0.768,0.988,0.463
F465,1284.04059,0.032,1.17,2.603,1465,28371,1.0,1465.227,10.538,0.572,0.989,0.323
F466,1285.03577,0.825,1.17,3.399,1448,23204,1.0,1448.228,11.434,0.854,0.976,0.359
F467,1285.70114,0.032,1.17,2.171,3141,51922,1.0,3141.45,15.594,0.669,0.972,0.341
F468,1292.02227,0.825,1.17,2.43,2009,34914,1.0,2009.132,9.285,0.538,0.977,0.369
F469,1292.70859,0.032,1.17,2.171,2862,47169,1.0,2861.75,14.658,0.663,0.996,0.688
F470,1293.7092,0.307,1.17,1.911,2397,37110,1.0,2396.699,14.773,0.786,0.989,0.797
F471,1295.69879,0.135,1.17,1.998,3034,54582,873.215,3.47431,10.459,0.629,0.992,0.478
F472,1296.17948,0.825,1.17,1.738,1881,47832,1587.586,1.14846,20.324,0.796,0.981,0.499
F473,1296.35408,0.221,1.17,2.344,2052,33996,1856.599,1.10551,19.053,0.78,1.0,0.647
F474,1298.0149,0.566,1.17,1.565,1120,17335,1.0,1119.541,12.321,0.856,0.988,0.463
F475,1298.21673,0.48,1.17,1.479,1123,17396,1.0,1123.47,11.315,0.729,1.0,0.463
F476,1299.2061,0.032,1.17,1.825,1585,27166,1404.315,1.12886,13.013,0.735,1.0,0.347
F477,1300.67884,0.032,1.17,2.171,2857,46552,1.0,2856.824,22.566,0.79,1.0,0.797
F478,1302.69375,0.307,1.17,1.911,2973,49203,1.0,2973.447,22.032,0.855,0.999,0.797
F479,1305.69123,0.032,1.17,1.998,2369,39296,1.0,2368.662,13.438,0.73,1.0,0.598
F480,1306.68739,0.135,1.17,1.998,3317,54951,1.0,3317.413,19.883,0.768,1.0,0.797
F481,1307.69906,0.393,1.17,1.825,3386,55767,655.827,5.16294,23.22,0.838,0.996,0.797
F482,1313.36507,0.135,1.17,2.084,2653,43289,2000.407,1.32604,15.314,0.914,1.0,0.837
F483,1316.1884,0.566,1.17,1.392,3514,59121,540.74,6.49864,11.991,0.754,0.995,0.398
F484,1316.68899,0.307,1.17,1.911,3862,63117,1.0,3862.284,16.997,0.738,0.992,0.463
F485,1318.02395,0.566,1.17,1.565,1474,29433,1.0,1473.612,16.437,0.835,0.994,0.797
F486,1319.68513,0.135,1.17,1.998,2270,35156,1.0,2270.489,16.298,0.697,1.0,0.463
F487,1321.02727,0.135,1.17,2.257,1359,21038,1.0,1358.699,12.725,0.855,1.0,0.861
F488,1324.35922,0.221,1.17,2.344,1425,26261,1473.841,0.96659,12.49,0.69,0.992,0.407
F489,1332.69607,0.393,1.17,1.825,1713,26526,1.0,1713.167,20.286,0.842,1.0,0.797
F490,1334.01159,0.221,1.17,2.171,1999,32488,1.0,1998.57,10.044,0.947,1.0,0.837
F491,1337.68868,0.135,1.17,2.171,3358,55828,1.0,3357.903,19.649,0.841,0.994,0.797
F492,1338.68518,0.032,1.17,2.344,3914,64964,1.0,3913.598,27.295,0.814,1.0,0.797
F493,1340.01351,0.825,1.17,1.998,2112,35244,1.0,2111.915,12.415,0.752,1.0,0.797
F494,1346.70869,0.032,1.17,1.911,1484,24350,1.0,1483.64,9.685,0.632,0.998,0.398
F495,1348.70508,0.135,1.17,1.998,2779,45587,1.0,2779.242,13.462,0.701,0.996,0.598
F496,1349.69789,0.135,1.17,2.171,3003,48867,1.0,3002.82,23.715,0.812,0.999,0.797
F497,1355.68547,0.032,1.17,2.43,3423,58302,1.0,3423.263,15.09,0.795,1.0,0.688
F498,1359.20794,0.48,1.17,1.376,1144,20972,1002.725,1.14072,16.7,0.837,0.993,0.463
F499,1360.17423,0.032,1.17,1.825,2454,51997,842.501,2.9122,11.033,0.621,1.0,0.239
F500,1361.68404,0.135,1.17,1.998,2900,47516,1.0,2900.348,22.316,0.825,0.999,0.797
F501,1363.68805,0.825,1.17,1.825,3994,68263,1.0,3993.645,14.948,0.774,1.0,0.797
F502,1365.68027,0.393,1.17,2.171,4539,73931,1.0,4538.948,27.644,0.721,1.0,0.688
F503,1366.68568,0.825,1.17,2.171,4588,76967,1.0,4587.568,17.39,0.68,0.99,0.398
F504,1368.67216,0.032,1.17,2.171,4100,67580,1.0,4099.774,18.497,0.686,0.992,0.598
F505,1372.67397,0.307,1.17,2.084,3503,57267,1.0,3503.319,18.626,0.856,1.0,0.797
F506,1374.17069,0.825,1.17,1.392,2357,39107,692.842,3.40225,10.342,0.641,0.981,0.749
F507,1374.99919,0.738,1.17,2.517,1544,28747,1.0,1543.988,12.601,0.909,0.996,0.592
F508,1377.17198,0.032,1.17,1.825,1767,29558,864.954,2.04343,11.239,0.701,1.0,0.231
F509,1377.66382,0.307,1.17,1.911,2187,36109,1.0,2186.763,17.891,0.79,0.994,0.797
F510,1381.66049,0.032,1.17,2.171,4385,72003,1.0,4384.609,24.531,0.782,0.996,0.688
F511,1383.99438,0.825,1.17,1.998,1910,33372,1.0,1909.591,12.48,0.674,1.0,0.347
F512,1386.65035,0.825,1.17,1.911,1523,23578,1.0,1522.759,19.564,0.854,0.995,0.797
F513,1387.64487,0.135,1.17,2.257,1558,24120,1.0,1557.743,18.189,0.83,0.994,0.797
F514,1393.00625,0.825,1.17,2.171,1291,33280,1.0,1291.499,9.386,0.821,0.982,0.837
F515,1395.64785,0.032,1.17,2.171,3085,51211,603.284,5.11393,23.488,0.809,0.994,0.797
F516,1396.69011,0.652,1.17,1.998,1094,16939,1.0,1093.98,10.396,0.677,0.995,0.598
F517,1399.66657,0.032,1.17,2.344,2668,43597,1.0,2668.456,15.445,0.691,0.995,0.837
F518,1400.68298,0.032,1.17,2.344,1509,23360,1.0,1508.635,21.646,0.805,0.996,0.797
F519,1403.66512,0.135,1.17,2.257,2691,45188,1.0,2691.31,20.853,0.73,0.998,0.749
F520,1407.0039,0.032,1.17,2.69,1169,29997,1.0,1169.26,3.361,0.817,0.918,0.599
F521,1407.65888,0.307,1.17,1.911,2167,36259,496.329,4.36651,15.83,0.702,0.994,0.463
F522,1408.68093,0.652,1.17,2.344,3523,61719,1.0,3523.088,14.224,0.943,1.0,0.941
F523,1409.67403,0.221,1.17,1.998,2052,31774,1.0,2052.063,18.359,0.773,1.0,0.797
F524,1410.6685,0.825,1.17,1.998,2942,50001,1.0,2942.12,14.564,0.698,0.982,0.688
F525,1412.67431,0.566,1.17,1.376,1533,23740,1.0,1533.19,19.58,0.724,0.987,0.797
F526,1413.66098,0.032,1.17,2.171,1595,24698,1.0,1595.082,15.221,0.591,0.995,0.198
F527,1414.66228,0.032,1.17,2.69,1661,25720,1.0,1661.059,17.685,0.672,0.998,0.478
F528,1416.66787,0.307,1.17,1.911,2341,36245,1.0,2340.824,25.662,0.883,1.0,0.797
F529,1418.65354,0.032,1.17,2.084,2704,44779,1.0,2704.128,13.799,0.628,1.0,0.198
F530,1419.66467,0.566,1.17,1.565,2697,43940,1.0,2696.901,13.019,0.765,0.99,0.463
F531,1425.66012,0.032,1.17,2.603,2730,45773,549.361,4.96949,22.993,0.713,0.997,0.918
F532,1426.00524,0.032,1.17,2.344,1366,24731,1.0,1365.943,11.079,0.926,0.992,0.654
F533,1431.66238,0.221,1.17,1.998,3330,67160,1.0,3329.963,20.51,0.722,1.0,0.688
F534,1433.67145,0.032,1.17,2.517,2687,47053,1.0,2687.107,12.514,0.918,0.994,0.837
F535,1440.14292,0.032,1.17,2.69,1534,23751,1.0,1533.924,12.556,0.466,0.957,0.606
F536,1443.66528,0.032,1.17,2.344,1700,26323,1.0,1700.008,12.334,0.66,1.0,0.646
